"Region or State","Oiapoque AP",23.628
"Region or State","Pedra Branca do Amapari AP",13.411
"Region or State","Porto Grande AP",19.191
"Region or State","Pracuúba AP",4.404
"Region or State","Santana AP",110.565
"Region or State","Serra do Navio AP",4.850
"Region or State","Tartarugalzinho AP",14.754
"Region or State","Vitória do Jari AP",14.045
"Region or State","Abreulândia TO",2.523
"Region or State","Aguiarnópolis TO",5.987
"Region or State","Aliança do Tocantins TO",5.645
"Region or State","Almas TO",7.480
"Region or State","Alvorada TO",8.546
"Region or State","Ananás TO",9.900
"Region or State","Angico TO",3.355
"Region or State","Aparecida do Rio Negro TO",4.561
"Region or State","Aragominas TO",5.933
"Region or State","Araguacema TO",6.791
"Region or State","Araguaçu TO",8.822
"Region or State","Araguaína TO",167.176
"Region or State","Araguanã TO",5.448
"Region or State","Araguatins TO",33.963
"Region or State","Arapoema TO",6.821
"Region or State","Arraias TO",10.805
"Region or State","Augustinópolis TO",17.386
"Region or State","Aurora do Tocantins TO",3.654
"Region or State","Axixá do Tocantins TO",9.669
"Region or State","Babaçulândia TO",10.728
"Region or State","Bandeirantes do Tocantins TO",3.379
"Region or State","Barra do Ouro TO",4.416
"Region or State","Barrolândia TO",5.579
"Region or State","Bernardo Sayão TO",4.540
"Region or State","Bom Jesus do Tocantins TO",4.361
"Region or State","Brasilândia do Tocantins TO",2.166
"Region or State","Brejinho de Nazaré TO",5.426
"Region or State","Buriti do Tocantins TO",10.681
"Region or State","Cachoeirinha TO",2.246
"Region or State","Campos Lindos TO",9.207
"Region or State","Cariri do Tocantins TO",4.116
"Region or State","Carmolândia TO",2.482
"Region or State","Carrasco Bonito TO",3.945
"Region or State","Caseara TO",5.043
"Region or State","Centenário TO",2.771
"Region or State","Chapada da Natividade TO",3.363
"Region or State","Chapada de Areia TO",1.391
"Region or State","Colinas do Tocantins TO",33.535
"Region or State","Colméia TO",8.581
"Region or State","Combinado TO",4.839
"Region or State","Conceição do Tocantins TO",4.224
"Region or State","Couto de Magalhães TO",5.370
"Region or State","Cristalândia TO",7.393
"Region or State","Crixás do Tocantins TO",1.666
"Region or State","Darcinópolis TO",5.753
"Region or State","Dianópolis TO",20.870
"Region or State","Divinópolis do Tocantins TO",6.729
"Region or State","Dois Irmãos do Tocantins TO",7.311
"Region or State","Dueré TO",4.720
"Region or State","Esperantina TO",10.356
"Region or State","Fátima TO",3.889
"Region or State","Figueirópolis TO",5.403
"Region or State","Filadélfia TO",8.824
"Region or State","Formoso do Araguaia TO",18.773
"Region or State","Fortaleza do Tabocão TO",2.542
"Region or State","Goianorte TO",5.125
"Region or State","Goiatins TO",12.730
"Region or State","Guaraí TO",24.892
"Region or State","Gurupi TO",82.762
"Region or State","Ipueiras TO",1.843
"Region or State","Itacajá TO",7.388
"Region or State","Itaguatins TO",6.063
"Region or State","Itapiratins TO",3.711
"Region or State","Itaporã do Tocantins TO",2.482
"Region or State","Jaú do Tocantins TO",3.730
"Region or State","Juarina TO",2.253
"Region or State","Lagoa da Confusão TO",11.859
"Region or State","Lagoa do Tocantins TO",3.957
"Region or State","Lajeado TO",2.991
"Region or State","Lavandeira TO",1.782
"Region or State","Lizarda TO",3.801
"Region or State","Luzinópolis TO",2.896
"Region or State","Marianópolis do Tocantins TO",4.814
"Region or State","Mateiros TO",2.478
"Region or State","Maurilândia do Tocantins TO",3.338
"Region or State","Miracema do Tocantins TO",19.934
"Region or State","Miranorte TO",13.232
"Region or State","Monte do Carmo TO",7.412
"Region or State","Monte Santo do Tocantins TO",2.213
"Region or State","Muricilândia TO",3.395
"Region or State","Natividade TO",9.279
"Region or State","Nazaré TO",4.239
"Region or State","Nova Olinda TO",11.408
"Region or State","Nova Rosalândia TO",4.066
"Region or State","Novo Acordo TO",4.101
"Region or State","Novo Alegre TO",2.350
"Region or State","Novo Jardim TO",2.625
"Region or State","Oliveira de Fátima TO",1.091
"Region or State","Palmas TO",265.409
"Region or State","Palmeirante TO",5.543
"Region or State","Palmeiras do Tocantins TO",6.272
"Region or State","Palmeirópolis TO",7.623
"Region or State","Paraíso do Tocantins TO",48.409
"Region or State","Paranã TO",10.579
"Region or State","Pau D'Arco TO",4.793
"Region or State","Pedro Afonso TO",12.698
"Region or State","Peixe TO",11.209
"Region or State","Pequizeiro TO",5.344
"Region or State","Pindorama do Tocantins TO",4.562
"Region or State","Piraquê TO",3.024
"Region or State","Pium TO",7.264
"Region or State","Ponte Alta do Bom Jesus TO",4.652
"Region or State","Ponte Alta do Tocantins TO",7.712
"Region or State","Porto Alegre do Tocantins TO",3.007
"Region or State","Porto Nacional TO",51.846
"Region or State","Praia Norte TO",8.158
"Region or State","Presidente Kennedy TO",3.750
"Region or State","Pugmil TO",2.561
"Region or State","Recursolândia TO",4.081
"Region or State","Riachinho TO",4.478
"Region or State","Rio da Conceição TO",1.938
"Region or State","Rio dos Bois TO",2.740
"Region or State","Rio Sono TO",6.473
"Region or State","Sampaio TO",4.329
"Region or State","Sandolândia TO",3.411
"Region or State","Santa Fé do Araguaia TO",7.144
"Region or State","Santa Maria do Tocantins TO",3.198
"Region or State","Santa Rita do Tocantins TO",2.278
"Region or State","Santa Rosa do Tocantins TO",4.773
"Region or State","Santa Tereza do Tocantins TO",2.729
"Region or State","Santa Terezinha do Tocantins TO",2.545
"Region or State","São Bento do Tocantins TO",5.026
"Region or State","São Félix do Tocantins TO",1.532
"Region or State","São Miguel do Tocantins TO",11.436
"Region or State","São Salvador do Tocantins TO",3.044
"Region or State","São Sebastião do Tocantins TO",4.604
"Region or State","São Valério da Natividade TO",4.267
"Region or State","Silvanópolis TO",5.318
"Region or State","Sítio Novo do Tocantins TO",9.270
"Region or State","Sucupira TO",1.878
"Region or State","Taguatinga TO",16.086
"Region or State","Taipas do Tocantins TO",2.075
"Region or State","Talismã TO",2.716
"Region or State","Tocantínia TO",7.236
"Region or State","Tocantinópolis TO",23.153
"Region or State","Tupirama TO",1.751
"Region or State","Tupiratins TO",2.402
"Region or State","Wanderlândia TO",11.509
"Region or State","Xambioá TO",11.722
"Region or State","Açailândia MA",108.765
"Region or State","Afonso Cunha MA",6.277
"Region or State","Água Doce do Maranhão MA",12.146
"Region or State","Alcântara MA",21.652
"Region or State","Aldeias Altas MA",25.509
"Region or State","Altamira do Maranhão MA",11.699
"Region or State","Alto Alegre do Maranhão MA",26.056
"Region or State","Alto Alegre do Pindaré MA",31.271
"Region or State","Alto Parnaíba MA",10.931
"Region or State","Amapá do Maranhão MA",6.731
"Region or State","Amarante do Maranhão MA",39.974
"Region or State","Anajatuba MA",26.618
"Region or State","Anapurus MA",15.057
"Region or State","Apicum-Açu MA",17.712
"Region or State","Araguanã MA",14.843
"Region or State","Araioses MA",44.800
"Region or State","Arame MA",31.944
"Region or State","Arari MA",29.096
"Region or State","Axixá MA",11.780
"Region or State","Bacabal MA",102.265
"Region or State","Bacabeira MA",16.276
"Region or State","Bacuri MA",17.280
"Region or State","Bacurituba MA",5.477
"Region or State","Balsas MA",90.679
"Region or State","Barão de Grajaú MA",18.223
"Region or State","Barra do Corda MA",85.603
"Region or State","Barreirinhas MA",59.623
"Region or State","Bela Vista do Maranhão MA",10.836
"Region or State","Belágua MA",7.191
"Region or State","Benedito Leite MA",5.515
"Region or State","Bequimão MA",20.837
"Region or State","Bernardo do Mearim MA",5.860
"Region or State","Boa Vista do Gurupi MA",8.816
"Region or State","Bom Jardim MA",40.405
"Region or State","Bom Jesus das Selvas MA",32.133
"Region or State","Bom Lugar MA",15.655
"Region or State","Brejo MA",35.124
"Region or State","Brejo de Areia MA",4.291
"Region or State","Buriti MA",27.864
"Region or State","Buriti Bravo MA",23.308
"Region or State","Buriticupu MA",69.548
"Region or State","Buritirana MA",15.055
"Region or State","Cachoeira Grande MA",8.762
"Region or State","Cajapió MA",10.876
"Region or State","Cajari MA",18.850
"Region or State","Campestre do Maranhão MA",13.921
"Region or State","Cândido Mendes MA",19.567
"Region or State","Cantanhede MA",21.299
"Region or State","Capinzal do Norte MA",10.725
"Region or State","Carolina MA",23.902
"Region or State","Carutapera MA",23.021
"Region or State","Caxias MA",160.291
"Region or State","Cedral MA",10.435
"Region or State","Central do Maranhão MA",8.354
"Region or State","Centro do Guilherme MA",12.713
"Region or State","Centro Novo do Maranhão MA",20.707
"Region or State","Chapadinha MA",76.972
"Region or State","Cidelândia MA",14.238
"Region or State","Codó MA",119.962
"Region or State","Coelho Neto MA",48.078
"Region or State","Colinas MA",40.097
"Region or State","Conceição do Lago-Açu MA",15.554
"Region or State","Coroatá MA",63.497
"Region or State","Cururupu MA",31.027
"Region or State","Davinópolis MA",12.650
"Region or State","Dom Pedro MA",22.863
"Region or State","Duque Bacelar MA",11.015
"Region or State","Esperantinópolis MA",17.238
"Region or State","Estreito MA",39.805
"Region or State","Feira Nova do Maranhão MA",8.293
"Region or State","Fernando Falcão MA",9.932
"Region or State","Formosa da Serra Negra MA",18.337
"Region or State","Fortaleza dos Nogueiras MA",12.360
"Region or State","Fortuna MA",15.226
"Region or State","Godofredo Viana MA",11.262
"Region or State","Gonçalves Dias MA",17.576
"Region or State","Governador Archer MA",10.531
"Region or State","Governador Edison Lobão MA",17.430
"Region or State","Governador Eugênio Barros MA",16.386
"Region or State","Governador Luiz Rocha MA",7.580
"Region or State","Governador Newton Bello MA",10.060
"Region or State","Governador Nunes Freire MA",25.188
"Region or State","Graça Aranha MA",6.147
"Region or State","Grajaú MA",66.732
"Region or State","Guimarães MA",11.881
"Region or State","Humberto de Campos MA",27.679
"Region or State","Icatu MA",26.240
"Region or State","Igarapé do Meio MA",13.567
"Region or State","Igarapé Grande MA",11.533
"Region or State","Imperatriz MA",252.320
"Region or State","Itaipava do Grajaú MA",13.579
"Region or State","Itapecuru Mirim MA",65.713
"Region or State","Itinga do Maranhão MA",25.357
"Region or State","Jatobá MA",9.596
"Region or State","Jenipapo dos Vieiras MA",16.015
"Region or State","João Lisboa MA",23.338
"Region or State","Joselândia MA",15.792
"Region or State","Junco do Maranhão MA",3.539
"Region or State","Lago da Pedra MA",48.511
"Region or State","Lago do Junco MA",10.565
"Region or State","Lago dos Rodrigues MA",8.745
"Region or State","Lago Verde MA",15.820
"Region or State","Lagoa do Mato MA",11.005
"Region or State","Lagoa Grande do Maranhão MA",12.822
"Region or State","Lajeado Novo MA",7.287
"Region or State","Lima Campos MA",11.612
"Region or State","Loreto MA",11.795
"Region or State","Luís Domingues MA",6.744
"Region or State","Magalhães de Almeida MA",18.982
"Region or State","Maracaçumé MA",20.549
"Region or State","Marajá do Sena MA",7.689
"Region or State","Maranhãozinho MA",15.384
"Region or State","Mata Roma MA",16.169
"Region or State","Matinha MA",22.673
"Region or State","Matões MA",32.773
"Region or State","Matões do Norte MA",15.758
"Region or State","Milagres do Maranhão MA",8.261
"Region or State","Mirador MA",20.586
"Region or State","Miranda do Norte MA",26.979
"Region or State","Mirinzal MA",14.570
"Region or State","Monção MA",32.516
"Region or State","Montes Altos MA",9.102
"Region or State","Morros MA",18.747
"Region or State","Nina Rodrigues MA",13.746
"Region or State","Nova Colinas MA",5.183
"Region or State","Nova Iorque MA",4.595
"Region or State","Nova Olinda do Maranhão MA",20.184
"Region or State","Olho d'Água das Cunhãs MA",19.009
"Region or State","Olinda Nova do Maranhão MA",14.110
"Region or State","Paço do Lumiar MA",115.693
"Region or State","Palmeirândia MA",19.213
"Region or State","Paraibano MA",20.768
"Region or State","Parnarama MA",34.018
"Region or State","Passagem Franca MA",18.387
"Region or State","Pastos Bons MA",18.848
"Region or State","Paulino Neves MA",15.427
"Region or State","Paulo Ramos MA",20.539
"Region or State","Pedreiras MA",38.582
"Region or State","Pedro do Rosário MA",24.183
"Region or State","Penalva MA",36.899
"Region or State","Peri Mirim MA",13.989
"Region or State","Peritoró MA",22.369
"Region or State","Pindaré-Mirim MA",32.037
"Region or State","Pinheiro MA",80.917
"Region or State","Pio XII MA",21.333
"Region or State","Pirapemas MA",18.053
"Region or State","Poção de Pedras MA",18.191
"Region or State","Porto Franco MA",22.956
"Region or State","Porto Rico do Maranhão MA",5.909
"Region or State","Presidente Dutra MA",46.369
"Region or State","Presidente Juscelino MA",12.255
"Region or State","Presidente Médici MA",6.755
"Region or State","Presidente Sarney MA",18.210
"Region or State","Presidente Vargas MA",11.206
"Region or State","Primeira Cruz MA",14.758
"Region or State","Raposa MA",29.167
"Region or State","Riachão MA",19.926
"Region or State","Ribamar Fiquene MA",7.563
"Region or State","Rosário MA",41.349
"Region or State","Sambaíba MA",5.546
"Region or State","Santa Filomena do Maranhão MA",7.503
"Region or State","Santa Helena MA",40.518
"Region or State","Santa Inês MA",82.680
"Region or State","Santa Luzia MA",75.762
"Region or State","Santa Luzia do Paruá MA",24.507
"Region or State","Santa Quitéria do Maranhão MA",24.879
"Region or State","Santa Rita MA",35.364
"Region or State","Santana do Maranhão MA",12.761
"Region or State","Santo Amaro do Maranhão MA",15.110
"Region or State","Santo Antônio dos Lopes MA",14.270
"Region or State","São Benedito do Rio Preto MA",18.189
"Region or State","São Bento MA",43.447
"Region or State","São Bernardo MA",27.599
"Region or State","São Domingos do Azeitão MA",7.187
"Region or State","São Domingos do Maranhão MA",33.716
"Region or State","São Félix de Balsas MA",4.554
"Region or State","São Francisco do Brejão MA",11.242
"Region or State","São Francisco do Maranhão MA",11.961
"Region or State","São João Batista MA",20.195
"Region or State","São João do Carú MA",15.558
"Region or State","São João do Paraíso MA",10.933
"Region or State","São João do Soter MA",17.956
"Region or State","São João dos Patos MA",25.287
"Region or State","São José de Ribamar MA",172.402
"Region or State","São José dos Basílios MA",7.501
"Region or State","São Luís MA",1.064.197
"Region or State","São Luís Gonzaga do Maranhão MA",18.807
"Region or State","São Mateus do Maranhão MA",40.341
"Region or State","São Pedro da Água Branca MA",12.349
"Region or State","São Pedro dos Crentes MA",4.542
"Region or State","São Raimundo das Mangabeiras MA",18.255
"Region or State","São Raimundo do Doca Bezerra MA",5.387
"Region or State","São Roberto MA",6.432
"Region or State","São Vicente Ferrer MA",21.591
"Region or State","Satubinha MA",13.231
"Region or State","Senador Alexandre Costa MA",10.763
"Region or State","Senador La Rocque MA",14.195
"Region or State","Serrano do Maranhão MA",10.758
"Region or State","Sítio Novo MA",17.559
"Region or State","Sucupira do Norte MA",10.444
"Region or State","Sucupira do Riachão MA",5.519
"Region or State","Tasso Fragoso MA",8.219
"Region or State","Timbiras MA",28.442
"Region or State","Timon MA",163.342
"Region or State","Trizidela do Vale MA",20.747
"Region or State","Tufilândia MA",5.699
"Region or State","Tuntum MA",40.566
"Region or State","Turiaçu MA",34.694
"Region or State","Turilândia MA",24.559
"Region or State","Tutóia MA",56.501
"Region or State","Urbano Santos MA",31.840
"Region or State","Vargem Grande MA",53.918
"Region or State","Viana MA",50.976
"Region or State","Vila Nova dos Martírios MA",12.661
"Region or State","Vitória do Mearim MA",31.923
"Region or State","Vitorino Freire MA",30.937
"Region or State","Zé Doca MA",50.190
"Region or State","Acauã PI",6.913
"Region or State","Agricolândia PI",5.087
"Region or State","Água Branca PI",16.944
"Region or State","Alagoinha do Piauí PI",7.485
"Region or State","Alegrete do Piauí PI",5.215
"Region or State","Alto Longá PI",13.967
"Region or State","Altos PI",39.625
"Region or State","Alvorada do Gurguéia PI",5.249
"Region or State","Amarante PI",17.305
"Region or State","Angical do Piauí PI",6.697
"Region or State","Anísio de Abreu PI",9.531
"Region or State","Antônio Almeida PI",3.097
"Region or State","Aroazes PI",5.773
"Region or State","Aroeiras do Itaim PI",2.460
"Region or State","Arraial PI",4.678
"Region or State","Assunção do Piauí PI",7.667
"Region or State","Avelino Lopes PI",11.390
"Region or State","Baixa Grande do Ribeiro PI",11.123
"Region or State","Barra D'Alcântara PI",3.886
"Region or State","Barras PI",45.938
"Region or State","Barreiras do Piauí PI",3.283
"Region or State","Barro Duro PI",6.941
"Region or State","Batalha PI",26.277
